admission_id,gender,fee_range,fee_slab,loan,req_branch,alloted_branch,campus_req,campus_allotted,entrance_rank,admission_acceptance
DMDP8876,Male,54602.31,42591.04,No,Computer Science,Computer Science,City Campus,Main Campus,53,No
NJBN2873,Female,34237.19,46633.95,Yes,Electrical Engineering,Mechanical Engineering,Main Campus,City Campus,622,Yes
PTTS0142,Male,55715.93,48975.09,No,Electrical Engineering,Chemical Engineering,City Campus,City Campus,484,No
WHWK1775,Male,37685.53,32398.82,No,Electrical Engineering,Computer Science,Suburban Campus,Suburban Campus,676,No
DARR3316,Female,36192.13,33403.39,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,538,No
GWLJ2674,Male,54370.61,23671.2,No,Electrical Engineering,Computer Science,Suburban Campus,City Campus,533,No
UMJO2337,Female,37781.52,35827.67,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,Main Campus,452,No
TWRT4612,Female,62831.67,37336.54,No,Mechanical Engineering,Chemical Engineering,Main Campus,Suburban Campus,325,No
KIOS7190,Male,41304.76,39838.07,No,Mechanical Engineering,Information Technology,Main Campus,Suburban Campus,276,No
CDYL0200,Male,49767.94,49290.48,No,Computer Science,Electrical Engineering,City Campus,Suburban Campus,200,No
JZPN7598,Female,44964.25,29657.34,No,Electrical Engineering,Information Technology,City Campus,Suburban Campus,857,No
QLFR8205,Male,51417.07,41925.94,No,Electrical Engineering,Chemical Engineering,City Campus,Main Campus,590,No
NGEA2019,Female,39109.1,26774.92,No,Electrical Engineering,Electrical Engineering,City Campus,Main Campus,301,No
UJKP5700,Female,70577.19,27914.36,No,Mechanical Engineering,Information Technology,City Campus,City Campus,933,No
HVXJ9261,Male,35434.75,28887.03,No,Mechanical Engineering,Civil Engineering,City Campus,Main Campus,250,No
YOGK1029,Male,51928.6,22483.83,No,Computer Science,Computer Science,City Campus,Suburban Campus,337,No
UYWV5695,Female,71967.87,36755.46,No,Electrical Engineering,Computer Science,Main Campus,Suburban Campus,249,No
UTYL4501,Female,38091.72,46186.17,Yes,Electrical Engineering,Civil Engineering,City Campus,City Campus,819,Yes
BQZR2395,Male,47686.89,39784.42,No,Electrical Engineering,Computer Science,Suburban Campus,Main Campus,787,No
AVGC6809,Male,51698.01,42058.05,No,Computer Science,Mechanical Engineering,Suburban Campus,City Campus,371,No
MJXG9694,Female,47961.84,26176.74,No,Mechanical Engineering,Mechanical Engineering,Suburban Campus,City Campus,237,No
FTWF2261,Male,73525.7,22340.5,No,Mechanical Engineering,Mechanical Engineering,Main Campus,City Campus,467,No
CXRR6750,Female,39923.23,49152.96,Yes,Electrical Engineering,Information Technology,Suburban Campus,Main Campus,323,Yes
MQMZ8849,Female,39478.35,21808.01,No,Electrical Engineering,Information Technology,City Campus,City Campus,767,No
XHFO0745,Female,32012.82,20393.84,No,Electrical Engineering,Chemical Engineering,Main Campus,City Campus,996,No
NKRE9646,Female,49727.3,26484.06,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Suburban Campus,119,No
AFPI6252,Male,67196.2,44555.34,No,Computer Science,Computer Science,City Campus,City Campus,710,Yes
MPJM2738,Male,75049.89,25637.52,No,Computer Science,Information Technology,Main Campus,Main Campus,247,No
HEDO2022,Male,38015.63,23136.04,No,Computer Science,Mechanical Engineering,Main Campus,City Campus,456,No
LJDY1814,Male,39949.6,26259.84,No,Electrical Engineering,Computer Science,Suburban Campus,City Campus,751,No
ZWNS7355,Female,53964.75,37715.69,No,Electrical Engineering,Information Technology,City Campus,City Campus,981,No
KRBV4643,Female,63262.14,35829.34,No,Mechanical Engineering,Computer Science,Main Campus,Suburban Campus,902,No
JOYG0189,Male,43289.98,45753.77,Yes,Computer Science,Chemical Engineering,Main Campus,Main Campus,420,No
FOQE7364,Female,51054.77,42814.64,No,Mechanical Engineering,Chemical Engineering,City Campus,Suburban Campus,371,No
TXJH6118,Male,57506.18,29354.76,No,Computer Science,Electrical Engineering,Suburban Campus,Main Campus,82,No
IQOW0123,Male,69991.0,33620.66,No,Electrical Engineering,Chemical Engineering,Main Campus,City Campus,361,No
HGQH4835,Male,65716.05,24619.97,No,Electrical Engineering,Chemical Engineering,Main Campus,Main Campus,574,No
ZKEA7697,Male,46244.38,35135.34,No,Computer Science,Chemical Engineering,Suburban Campus,Suburban Campus,518,No
CECB8503,Male,68219.64,47423.76,No,Computer Science,Electrical Engineering,Main Campus,Suburban Campus,79,No
TCGE6832,Female,74088.33,26563.54,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Main Campus,937,No
HQDV0683,Female,55092.93,30909.31,No,Electrical Engineering,Computer Science,Suburban Campus,Main Campus,371,No
MZOH4961,Male,76178.06,49251.94,No,Computer Science,Electrical Engineering,City Campus,City Campus,670,No
PQQO5633,Female,72153.15,46035.76,No,Electrical Engineering,Information Technology,Suburban Campus,Main Campus,496,No
OULJ2308,Male,49442.43,35403.92,No,Electrical Engineering,Electrical Engineering,City Campus,City Campus,620,Yes
WIMA9940,Male,35486.64,43400.63,Yes,Mechanical Engineering,Electrical Engineering,City Campus,City Campus,236,Yes
LHGA3453,Male,35393.98,25638.6,No,Mechanical Engineering,Computer Science,Main Campus,Suburban Campus,460,No
ETKJ2427,Male,31057.61,28335.15,No,Mechanical Engineering,Mechanical Engineering,Main Campus,City Campus,806,No
XURH7848,Female,37777.1,24925.89,No,Mechanical Engineering,Information Technology,Suburban Campus,City Campus,429,No
EHQQ2610,Female,55000.05,29214.4,No,Computer Science,Chemical Engineering,Suburban Campus,Suburban Campus,236,No
BNEC2772,Male,68369.25,46094.94,No,Electrical Engineering,Electrical Engineering,Main Campus,City Campus,584,No
DMII7947,Female,41825.25,39451.49,No,Computer Science,Mechanical Engineering,Suburban Campus,City Campus,848,No
IVYB7041,Male,63915.52,24418.69,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Suburban Campus,847,No
VVVD7274,Male,47107.05,46285.89,No,Mechanical Engineering,Electrical Engineering,City Campus,City Campus,129,No
TALU5946,Female,78821.93,42350.78,No,Electrical Engineering,Chemical Engineering,City Campus,City Campus,948,No
IIQB9526,Male,66871.58,27216.87,No,Mechanical Engineering,Information Technology,Main Campus,Suburban Campus,551,No
FXWF1631,Male,51716.43,46822.94,No,Computer Science,Electrical Engineering,Suburban Campus,Main Campus,251,No
HDUA0745,Female,44473.33,25610.89,No,Electrical Engineering,Electrical Engineering,Main Campus,Suburban Campus,796,No
JCEC6996,Male,54296.46,20857.59,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,932,No
BQSU1297,Male,68044.99,39856.57,No,Mechanical Engineering,Mechanical Engineering,City Campus,Suburban Campus,418,No
TULF6318,Male,42387.36,33579.23,No,Computer Science,Chemical Engineering,Suburban Campus,Main Campus,691,No
MLHS1137,Male,37624.79,27967.36,No,Computer Science,Chemical Engineering,City Campus,City Campus,599,No
HVXO0122,Female,55561.99,47807.83,No,Mechanical Engineering,Mechanical Engineering,Suburban Campus,City Campus,682,No
JAQJ1087,Male,42473.34,22522.0,No,Electrical Engineering,Information Technology,City Campus,City Campus,142,No
GSRO3545,Female,68336.38,32944.21,No,Computer Science,Information Technology,Suburban Campus,Main Campus,621,No
PIQC5081,Male,73208.34,24518.6,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,City Campus,267,No
WFMC5865,Female,79712.85,35065.71,No,Electrical Engineering,Mechanical Engineering,Suburban Campus,Main Campus,815,No
SGJP0924,Male,42367.72,35237.8,No,Computer Science,Information Technology,Main Campus,City Campus,294,No
XCUB5943,Female,71030.47,21594.71,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,City Campus,350,No
SVGB0399,Male,39920.62,28177.67,No,Electrical Engineering,Electrical Engineering,City Campus,Suburban Campus,322,No
CSNE5261,Male,65323.04,22934.38,No,Mechanical Engineering,Mechanical Engineering,Main Campus,City Campus,121,No
TKCQ3468,Male,70497.62,39458.65,No,Electrical Engineering,Chemical Engineering,City Campus,Main Campus,84,No
EEKI1943,Female,65057.25,41960.05,No,Electrical Engineering,Information Technology,City Campus,City Campus,419,No
IZIJ7476,Female,55116.7,32677.65,No,Mechanical Engineering,Civil Engineering,Main Campus,City Campus,432,No
OFTY2943,Male,39059.41,28820.18,No,Computer Science,Computer Science,City Campus,Main Campus,518,No
SZPN9332,Female,79627.58,32080.76,No,Electrical Engineering,Information Technology,Suburban Campus,Suburban Campus,152,No
WAVR2559,Female,59559.81,37821.47,No,Electrical Engineering,Electrical Engineering,Main Campus,Main Campus,590,No
EAJD3528,Female,61723.86,35886.88,No,Electrical Engineering,Civil Engineering,City Campus,City Campus,507,No
CKXT7718,Female,41469.21,34808.49,No,Electrical Engineering,Computer Science,City Campus,Suburban Campus,648,No
ROXP3750,Male,36614.79,33006.96,No,Computer Science,Civil Engineering,City Campus,City Campus,903,No
BUJV4882,Female,31918.32,40434.82,Yes,Mechanical Engineering,Information Technology,Main Campus,City Campus,792,Yes
QPAU3305,Male,79519.94,39390.35,No,Mechanical Engineering,Civil Engineering,Suburban Campus,City Campus,203,No
DNFB7345,Male,76454.92,48769.15,No,Computer Science,Mechanical Engineering,City Campus,City Campus,922,No
NFHK1050,Male,51315.15,26587.39,No,Computer Science,Computer Science,Suburban Campus,Main Campus,185,No
KCNU1154,Female,60823.37,21594.13,No,Electrical Engineering,Civil Engineering,City Campus,Suburban Campus,898,No
QFQT2073,Male,34546.77,21070.64,No,Computer Science,Civil Engineering,City Campus,Suburban Campus,465,No
YCRL3350,Male,32547.77,27985.35,No,Computer Science,Mechanical Engineering,Main Campus,Main Campus,16,No
HZQZ4108,Male,50364.86,21975.42,No,Computer Science,Civil Engineering,City Campus,Suburban Campus,171,No
FJTW1099,Female,45322.3,23030.96,No,Mechanical Engineering,Mechanical Engineering,Main Campus,Main Campus,124,No
WVAS1402,Male,61665.5,26793.95,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,429,No
NFNG4716,Female,41571.38,38606.62,No,Electrical Engineering,Civil Engineering,City Campus,Main Campus,270,No
APRB1276,Female,46808.89,41474.7,No,Computer Science,Chemical Engineering,Main Campus,City Campus,784,No
BRAK2868,Male,53959.76,31757.24,No,Mechanical Engineering,Computer Science,Suburban Campus,City Campus,568,No
AWQG3903,Male,55493.18,23039.13,No,Computer Science,Chemical Engineering,Suburban Campus,Main Campus,729,No
WNEN4902,Female,62193.66,42017.73,No,Electrical Engineering,Chemical Engineering,Suburban Campus,Suburban Campus,953,No
NIKE3362,Male,45214.5,46385.83,Yes,Electrical Engineering,Chemical Engineering,City Campus,Main Campus,482,Yes
ZNVQ8880,Female,43462.3,28048.01,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Main Campus,761,No
OHDX6039,Female,44027.8,26171.16,No,Electrical Engineering,Electrical Engineering,Suburban Campus,City Campus,104,No
PQFG1993,Female,47551.23,43571.83,No,Electrical Engineering,Electrical Engineering,City Campus,Main Campus,130,No
OFDO8837,Male,50903.71,30428.99,No,Computer Science,Information Technology,Main Campus,Main Campus,891,No
NDZZ1993,Male,45992.04,28639.78,No,Computer Science,Mechanical Engineering,City Campus,Main Campus,35,No
OYDI8778,Female,32377.82,37889.4,Yes,Electrical Engineering,Mechanical Engineering,City Campus,City Campus,854,Yes
KKLY8927,Male,32044.46,42016.47,Yes,Electrical Engineering,Chemical Engineering,Main Campus,Main Campus,442,Yes
CETP2522,Male,32606.53,22827.28,No,Mechanical Engineering,Information Technology,Suburban Campus,City Campus,25,No
RJRM5673,Female,67237.74,35097.2,No,Electrical Engineering,Information Technology,Suburban Campus,Main Campus,707,No
WMDF0702,Male,40598.88,41014.14,Yes,Computer Science,Civil Engineering,Main Campus,Main Campus,171,Yes
KTZT0998,Female,53602.91,34302.75,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Main Campus,75,No
MILG4073,Female,75424.1,29159.73,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,Suburban Campus,136,No
IPTP5875,Female,35038.08,47200.03,Yes,Mechanical Engineering,Computer Science,Main Campus,City Campus,528,No
LVBZ5375,Male,39242.0,27158.58,No,Computer Science,Mechanical Engineering,Main Campus,Suburban Campus,888,No
NQBH3384,Male,77416.41,29453.37,No,Electrical Engineering,Mechanical Engineering,City Campus,Main Campus,543,No
KPBN1847,Female,48179.06,22083.64,No,Mechanical Engineering,Chemical Engineering,City Campus,Main Campus,941,No
CUYS1441,Female,45217.83,25620.33,No,Computer Science,Civil Engineering,Suburban Campus,City Campus,398,No
PSFL2697,Male,34844.36,46996.08,Yes,Electrical Engineering,Electrical Engineering,City Campus,Main Campus,926,Yes
SDCL3537,Female,30683.08,24255.01,No,Computer Science,Information Technology,Main Campus,Suburban Campus,433,No
NYJJ7956,Male,57588.41,20382.04,No,Mechanical Engineering,Chemical Engineering,Main Campus,Suburban Campus,363,No
DWES4374,Female,73098.71,34238.02,No,Electrical Engineering,Electrical Engineering,Suburban Campus,City Campus,131,No
QDDF6248,Female,46560.59,30021.62,No,Electrical Engineering,Mechanical Engineering,Main Campus,Main Campus,412,No
OAWG5440,Female,67064.61,25325.45,No,Electrical Engineering,Chemical Engineering,Suburban Campus,City Campus,714,No
PGOQ5801,Male,48069.25,27914.97,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,City Campus,571,No
QAWR8290,Female,68940.42,22309.31,No,Computer Science,Information Technology,City Campus,Main Campus,248,No
KERP6571,Male,56443.1,40376.09,No,Computer Science,Civil Engineering,Main Campus,City Campus,730,No
LPYC2330,Female,48579.61,45592.69,No,Computer Science,Information Technology,City Campus,Suburban Campus,301,No
LOHD6255,Female,62512.42,37820.15,No,Computer Science,Information Technology,City Campus,Suburban Campus,122,No
SPCS6946,Male,40501.67,49086.25,Yes,Mechanical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,345,Yes
YZHP3593,Male,49202.47,37494.77,No,Electrical Engineering,Chemical Engineering,Suburban Campus,Main Campus,919,No
DONQ4167,Female,74359.69,34649.22,No,Computer Science,Electrical Engineering,Main Campus,Main Campus,845,No
ZAAQ1879,Female,36524.27,27425.31,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,Main Campus,920,No
KIOQ0227,Male,67129.37,23281.58,No,Computer Science,Information Technology,Suburban Campus,City Campus,345,No
INIA6376,Female,36017.72,44567.79,Yes,Computer Science,Civil Engineering,Suburban Campus,City Campus,606,Yes
AEII6976,Male,59328.07,37018.0,No,Computer Science,Mechanical Engineering,City Campus,City Campus,624,No
MQXN3747,Female,75608.84,49712.39,No,Mechanical Engineering,Information Technology,City Campus,Suburban Campus,632,No
VHSI5267,Male,62717.76,45060.77,No,Computer Science,Mechanical Engineering,City Campus,City Campus,111,No
XJZH0968,Female,39521.68,35758.08,No,Mechanical Engineering,Chemical Engineering,Main Campus,City Campus,740,No
OKPW7730,Male,65233.0,25019.14,No,Computer Science,Civil Engineering,City Campus,City Campus,47,No
KMGL9231,Female,76275.03,24397.49,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,Suburban Campus,76,No
UUXL0451,Female,33743.98,22817.3,No,Mechanical Engineering,Electrical Engineering,Main Campus,Suburban Campus,757,No
YTNU1889,Male,57328.95,29138.07,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,Suburban Campus,943,No
RDSL7509,Male,47144.9,42085.59,No,Computer Science,Mechanical Engineering,Suburban Campus,Suburban Campus,364,No
RPCM0563,Female,66267.53,33578.49,No,Electrical Engineering,Chemical Engineering,Suburban Campus,Main Campus,973,No
PIXI1234,Female,79482.23,42044.45,No,Mechanical Engineering,Chemical Engineering,City Campus,Suburban Campus,460,No
DDHA6523,Male,40099.96,49693.79,Yes,Electrical Engineering,Electrical Engineering,City Campus,Suburban Campus,933,Yes
IDSH2063,Female,66038.47,27720.19,No,Computer Science,Mechanical Engineering,Suburban Campus,Main Campus,419,No
LDMR1041,Female,32190.56,34594.8,Yes,Electrical Engineering,Chemical Engineering,Main Campus,Suburban Campus,646,No
PPVS6387,Female,39585.34,30928.68,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Main Campus,461,No
RNZT4189,Female,57524.78,20406.83,No,Computer Science,Information Technology,Suburban Campus,City Campus,759,No
MLRS4228,Female,42626.28,30578.79,No,Mechanical Engineering,Computer Science,Suburban Campus,City Campus,855,No
QXKS6784,Male,73853.77,41304.71,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,447,No
AMJL1761,Female,72671.91,46741.17,No,Computer Science,Electrical Engineering,City Campus,City Campus,297,No
CVUI6754,Female,75340.74,43235.79,No,Computer Science,Mechanical Engineering,City Campus,Main Campus,776,No
KQOZ3385,Female,78756.31,45708.68,No,Computer Science,Civil Engineering,Suburban Campus,Main Campus,489,No
ULUO2609,Female,74745.65,47065.0,No,Electrical Engineering,Computer Science,City Campus,City Campus,717,No
OMPM5819,Female,52424.11,37872.31,No,Computer Science,Mechanical Engineering,Suburban Campus,City Campus,138,No
BCVU3460,Female,65866.29,23382.83,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,City Campus,752,No
VXXQ0115,Male,75542.46,40573.52,No,Computer Science,Electrical Engineering,Suburban Campus,Main Campus,188,No
KPFR3593,Male,33385.42,41846.47,Yes,Electrical Engineering,Information Technology,City Campus,City Campus,742,No
YLZI0094,Male,50950.21,20621.82,No,Electrical Engineering,Mechanical Engineering,City Campus,Main Campus,785,No
DHJO0783,Male,76566.62,49359.12,No,Computer Science,Chemical Engineering,Main Campus,City Campus,604,No
WWGS3333,Male,55193.47,45687.97,No,Electrical Engineering,Information Technology,Suburban Campus,City Campus,939,No
ORME3981,Male,31093.74,39781.01,Yes,Electrical Engineering,Electrical Engineering,Suburban Campus,Main Campus,840,No
ZRDB0744,Male,59957.68,24248.99,No,Mechanical Engineering,Electrical Engineering,City Campus,Suburban Campus,960,No
ZCQK4764,Male,64835.31,34934.97,No,Computer Science,Electrical Engineering,Suburban Campus,Main Campus,522,No
ENOL3165,Female,36446.71,27331.03,No,Electrical Engineering,Information Technology,Suburban Campus,Suburban Campus,86,No
WGNK5395,Male,32272.26,42230.37,Yes,Mechanical Engineering,Information Technology,City Campus,Main Campus,156,Yes
SCMR1799,Female,58308.74,49198.72,No,Mechanical Engineering,Mechanical Engineering,Main Campus,City Campus,918,No
UMCX0479,Female,69719.52,30782.6,No,Computer Science,Chemical Engineering,Main Campus,Suburban Campus,8,No
CQUI0374,Male,64690.17,42330.95,No,Electrical Engineering,Chemical Engineering,City Campus,Main Campus,608,No
NMTK9720,Male,67035.76,25815.26,No,Mechanical Engineering,Computer Science,City Campus,City Campus,608,No
XTSO0410,Male,49874.69,48644.43,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,379,No
ZVQH0582,Female,64234.71,39162.01,No,Computer Science,Computer Science,City Campus,Main Campus,691,No
DHWA1151,Female,73512.79,48963.59,No,Computer Science,Information Technology,Suburban Campus,Main Campus,665,No
LVGS4783,Female,78576.92,46314.32,No,Electrical Engineering,Computer Science,Main Campus,Main Campus,465,No
CDYE4972,Female,38275.91,40364.05,Yes,Mechanical Engineering,Information Technology,Suburban Campus,City Campus,389,Yes
LQFT3671,Female,67536.39,46976.64,No,Electrical Engineering,Civil Engineering,Main Campus,Suburban Campus,329,No
EKHT7537,Female,49207.52,33478.08,No,Computer Science,Information Technology,Suburban Campus,Main Campus,450,No
MDWA9469,Female,68968.61,48749.18,No,Computer Science,Mechanical Engineering,Main Campus,City Campus,181,No
RBXQ9498,Female,50042.45,35807.21,No,Computer Science,Chemical Engineering,City Campus,City Campus,521,No
IGCR3777,Female,43574.71,27959.28,No,Mechanical Engineering,Chemical Engineering,City Campus,Main Campus,740,No
PFIR1568,Female,39203.32,40371.99,Yes,Electrical Engineering,Computer Science,City Campus,Main Campus,603,Yes
ACCL2210,Female,38000.15,46639.85,Yes,Mechanical Engineering,Electrical Engineering,Main Campus,Suburban Campus,287,No
CYRV9671,Female,40890.39,31730.79,No,Electrical Engineering,Computer Science,City Campus,Suburban Campus,968,No
WDRX5986,Male,64836.09,32518.83,No,Computer Science,Information Technology,City Campus,Suburban Campus,792,No
GMYQ9249,Male,73957.75,49818.31,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,City Campus,100,No
UIEB7330,Male,69532.34,29279.7,No,Mechanical Engineering,Civil Engineering,Main Campus,Suburban Campus,238,No
YGLM9614,Male,52772.05,21233.0,No,Electrical Engineering,Chemical Engineering,Main Campus,City Campus,305,No
DTFQ9710,Male,65387.7,35602.33,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,506,No
OGLX1696,Female,56253.66,30298.23,No,Computer Science,Information Technology,Main Campus,City Campus,350,No
GSXO5944,Female,45170.51,38371.02,No,Electrical Engineering,Chemical Engineering,Suburban Campus,City Campus,50,No
VUUO0984,Female,41016.82,33003.79,No,Mechanical Engineering,Chemical Engineering,Main Campus,Main Campus,578,No
OYJR4690,Male,65412.74,33650.83,No,Electrical Engineering,Civil Engineering,Main Campus,Main Campus,531,No
NYCL7610,Male,57607.55,49044.59,No,Mechanical Engineering,Chemical Engineering,City Campus,City Campus,919,No
JESX6306,Male,38555.45,43770.22,Yes,Computer Science,Computer Science,Main Campus,Main Campus,538,Yes
TDFS5405,Female,32280.62,28652.26,No,Computer Science,Information Technology,Suburban Campus,Suburban Campus,594,No
INVL9007,Female,41910.84,49084.1,Yes,Mechanical Engineering,Computer Science,Main Campus,Suburban Campus,521,No
BDUR4681,Female,31954.53,34967.81,Yes,Computer Science,Mechanical Engineering,Suburban Campus,Main Campus,865,Yes
PYAD6490,Male,37406.97,40565.8,Yes,Mechanical Engineering,Mechanical Engineering,Main Campus,Main Campus,951,No
SDEB3741,Male,74180.12,33989.52,No,Mechanical Engineering,Information Technology,City Campus,Suburban Campus,437,No
PVCM7284,Female,76362.4,24506.83,No,Computer Science,Computer Science,Main Campus,City Campus,293,No
VZRI9518,Male,43521.74,49000.14,Yes,Electrical Engineering,Computer Science,City Campus,Main Campus,331,Yes
UTPI1146,Female,69531.07,38713.85,No,Mechanical Engineering,Computer Science,Suburban Campus,City Campus,394,No
OLYB0867,Male,62120.66,39929.61,No,Electrical Engineering,Chemical Engineering,Main Campus,Main Campus,327,No
AMAE0684,Male,42450.4,29109.37,No,Computer Science,Computer Science,City Campus,Suburban Campus,776,No
UUSF6549,Male,71170.51,28647.8,No,Mechanical Engineering,Computer Science,Main Campus,Suburban Campus,183,No
PAEM9673,Female,56729.75,43993.55,No,Electrical Engineering,Electrical Engineering,Main Campus,Suburban Campus,977,No
AGDN0375,Male,30070.0,20467.77,No,Computer Science,Computer Science,City Campus,Suburban Campus,147,No
FURH1769,Female,47373.09,21228.59,No,Computer Science,Mechanical Engineering,Suburban Campus,City Campus,43,No
MERB6243,Male,60257.98,28490.52,No,Computer Science,Civil Engineering,Suburban Campus,Suburban Campus,834,No
UTBT9174,Female,48455.51,37792.15,No,Computer Science,Civil Engineering,City Campus,City Campus,968,No
DXSP3163,Male,34162.31,21595.8,No,Computer Science,Electrical Engineering,Main Campus,City Campus,753,No
UICT8324,Female,65273.09,29174.65,No,Mechanical Engineering,Electrical Engineering,Main Campus,Suburban Campus,904,No
MXDY4317,Female,57463.75,32909.68,No,Computer Science,Computer Science,Suburban Campus,Main Campus,749,No
QZFD6018,Female,66103.98,39807.6,No,Computer Science,Information Technology,Suburban Campus,Main Campus,216,No
LEIX6766,Male,50417.14,20019.25,No,Computer Science,Civil Engineering,Main Campus,Suburban Campus,441,No
EZWC8495,Female,60574.1,27543.0,No,Mechanical Engineering,Computer Science,City Campus,Suburban Campus,532,No
VHST2358,Male,46231.76,30506.55,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,285,No
PDOA9047,Male,32863.17,28497.97,No,Electrical Engineering,Civil Engineering,Main Campus,City Campus,589,No
ANMU8425,Female,70796.11,45770.32,No,Computer Science,Electrical Engineering,Main Campus,Main Campus,901,No
ATYD2604,Male,71196.59,39959.78,No,Computer Science,Electrical Engineering,Suburban Campus,Suburban Campus,631,No
HSWT0478,Female,40963.98,43066.56,Yes,Electrical Engineering,Information Technology,Suburban Campus,Suburban Campus,322,Yes
KUJM6808,Male,78261.37,24651.11,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,City Campus,102,No
IALH9577,Male,38836.76,22580.1,No,Mechanical Engineering,Chemical Engineering,City Campus,City Campus,356,No
CWTB9681,Male,78580.24,28120.07,No,Electrical Engineering,Mechanical Engineering,City Campus,City Campus,292,No
JQJE5072,Male,56869.43,49877.43,No,Electrical Engineering,Mechanical Engineering,City Campus,Suburban Campus,170,No
ZGCM9592,Male,78938.12,25901.82,No,Computer Science,Computer Science,Suburban Campus,City Campus,122,No
TFJG6203,Female,68909.3,37556.75,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,295,No
MNDS6526,Male,69025.66,22421.54,No,Electrical Engineering,Electrical Engineering,City Campus,City Campus,281,No
UYVY0840,Male,35322.14,26565.73,No,Mechanical Engineering,Civil Engineering,Main Campus,Suburban Campus,499,No
XHYC2648,Female,67288.49,34195.33,No,Computer Science,Electrical Engineering,Main Campus,City Campus,450,No
NQHZ5134,Female,49099.05,30638.97,No,Electrical Engineering,Electrical Engineering,Main Campus,City Campus,230,No
QHBW2964,Male,62691.24,44351.27,No,Electrical Engineering,Information Technology,Suburban Campus,City Campus,907,No
IQIP6843,Male,73501.29,39111.34,No,Electrical Engineering,Mechanical Engineering,City Campus,Main Campus,174,No
DUEG4970,Female,61715.28,32676.9,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,Main Campus,296,No
JLEY7298,Male,57543.89,49007.2,No,Computer Science,Civil Engineering,City Campus,Suburban Campus,962,No
SRDG0312,Male,70842.35,22944.16,No,Electrical Engineering,Computer Science,Suburban Campus,Main Campus,940,No
EOAI3351,Male,41031.95,27837.83,No,Electrical Engineering,Mechanical Engineering,Main Campus,Main Campus,266,No
HXKM1430,Male,43439.68,29060.68,No,Mechanical Engineering,Information Technology,Main Campus,Main Campus,621,No
TZIS4299,Male,59083.19,29322.07,No,Computer Science,Chemical Engineering,City Campus,Suburban Campus,772,No
ODOX4679,Male,70386.65,36917.23,No,Mechanical Engineering,Civil Engineering,Main Campus,City Campus,109,No
DOIK8400,Male,67644.88,40367.7,No,Electrical Engineering,Information Technology,Main Campus,Main Campus,947,No
QPFY2054,Female,37782.07,29674.4,No,Computer Science,Information Technology,Suburban Campus,Suburban Campus,238,No
RCNF3699,Male,41586.16,37345.02,No,Computer Science,Civil Engineering,Suburban Campus,City Campus,683,No
JDWJ3239,Male,66314.31,40499.64,No,Electrical Engineering,Chemical Engineering,Suburban Campus,Suburban Campus,286,No
WCSL9828,Female,48432.0,25985.2,No,Electrical Engineering,Information Technology,Main Campus,Main Campus,145,No
ZLXD5024,Male,75108.41,24070.72,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,Suburban Campus,99,No
WZBY7049,Female,34684.55,36628.51,Yes,Electrical Engineering,Computer Science,City Campus,Suburban Campus,212,Yes
KOST1135,Male,39075.68,29031.87,No,Computer Science,Information Technology,City Campus,Main Campus,566,No
BVVH5400,Female,39251.4,22567.94,No,Mechanical Engineering,Information Technology,Suburban Campus,City Campus,859,No
GYVM6844,Female,73117.61,36999.95,No,Mechanical Engineering,Information Technology,City Campus,Main Campus,521,No
RGDH9075,Male,39443.0,38849.56,No,Mechanical Engineering,Chemical Engineering,City Campus,Main Campus,773,No
OWQM6155,Female,54525.92,36374.92,No,Electrical Engineering,Computer Science,Main Campus,Main Campus,173,No
VEBI8112,Female,66474.0,31278.98,No,Computer Science,Electrical Engineering,City Campus,City Campus,29,No
KXJH5957,Male,62378.21,46277.64,No,Mechanical Engineering,Electrical Engineering,Main Campus,Main Campus,613,No
